kurum_id,kurum_adi,kurum_tipi,il_kodu,il_adi,ilce_adi,adres,telefon,koordinat_lat,koordinat_lon,web_sitesi,veri_kaynagi,son_guncelleme,kaynak_url
TR-34-OZEL-032,ÖZEL İSTANBUL ONKOLOJİ HASTANESİ,Özel Genel Hastane,34,İSTANBUL,MALTEPE,MALTEPE/İSTANBUL,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-34-OZEL-029,ÖZEL İSTANBUL ŞAFAK HASTANESİ,Özel Genel Hastane,34,İSTANBUL,GAZİOSMANPAŞA,GAZİOSMANPAŞA/İSTANBUL,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-34-OZEL-043,ÖZEL KADIKÖY FLORANCE NİGHTİNGALE HASTANESİ,Özel Genel Hastane,34,İSTANBUL,KADIKÖY,KADIKÖY/İSTANBUL,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-34-OZEL-023,ÖZEL KADIOĞLU HASTANESİ,Özel Genel Hastane,34,İSTANBUL,ŞİŞLİ,ŞİŞLİ/İSTANBUL,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-34-OZEL-031,ÖZEL KOZYATAĞI CENTRAL HOSPİTAL,Özel Genel Hastane,34,İSTANBUL,KADIKÖY,KADIKÖY/İSTANBUL,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-34-OZEL-028,ÖZEL KURTKÖY ERSOY HASTANESİ,Özel Genel Hastane,34,İSTANBUL,PENDİK,PENDİK/İSTANBUL,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-34-OZEL-021,ÖZEL LEVENT HASTANESİ,Özel Genel Hastane,34,İSTANBUL,KAĞITHANE,KAĞITHANE/İSTANBUL,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-34-OZEL-032,ÖZEL LİV HOSPİTAL ULUS HASTANESİ,Özel Genel Hastane,34,İSTANBUL,BEŞİKTAŞ,BEŞİKTAŞ/İSTANBUL,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-34-OZEL-038,ÖZEL MALTEPE BÖLGE ( DÜNYA)  HASTANESİ,Özel Genel Hastane,34,İSTANBUL,MALTEPE,MALTEPE/İSTANBUL,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-34-OZEL-028,ÖZEL MALTEPE ERSOY HASTANESİ,Özel Genel Hastane,34,İSTANBUL,MALTEPE,MALTEPE/İSTANBUL,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-34-OZEL-032,ÖZEL MECİDİYEKÖY ÇEVRE HASTANESİ,Özel Genel Hastane,34,İSTANBUL,ŞİŞLİ,ŞİŞLİ/İSTANBUL,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-34-OZEL-031,ÖZEL MEDIVIA HOSPITAL HASTANESİ,Özel Genel Hastane,34,İSTANBUL,ÜSKÜDAR,ÜSKÜDAR/İSTANBUL,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-34-OZEL-021,ÖZEL MEDİAN HASTANESİ,Özel Genel Hastane,34,İSTANBUL,BAHÇELİEVLER,BAHÇELİEVLER/İSTANBUL,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-34-OZEL-040,ÖZEL MEDİCAL PARK BAHÇELİEVLER HASTANESİ,Özel Genel Hastane,34,İSTANBUL,BAHÇELİEVLER,BAHÇELİEVLER/İSTANBUL,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-34-OZEL-052,ÖZEL MEDİCAL PARK GÖZTEPE HASTANESİ KOPMLEKSİ (GENEL,Özel Genel Hastane,34,İSTANBUL,KADIKÖY,KADIKÖY/İSTANBUL,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-34-OZEL-031,ÖZEL MEDİCANA HOSPİTALS AVCILAR,Özel Genel Hastane,34,İSTANBUL,AVCILAR,AVCILAR/İSTANBUL,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-34-OZEL-036,ÖZEL MEDİCANA HOSPİTALS BAHÇELİEVLER,Özel Genel Hastane,34,İSTANBUL,BAHÇELİEVLER,BAHÇELİEVLER/İSTANBUL,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-34-OZEL-041,ÖZEL MEDİCANA HOSPİTALS ÇAMLICA HASTANESİ,Özel Genel Hastane,34,İSTANBUL,ÜSKÜDAR,ÜSKÜDAR/İSTANBUL,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-34-OZEL-042,ÖZEL MEDİCANA HOSPİTALS HAZNEDAR HASTANESİ,Özel Genel Hastane,34,İSTANBUL,BAHÇELİEVLER,BAHÇELİEVLER/İSTANBUL,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-34-OZEL-047,ÖZEL MEDİCANA İNTERNATİONAL  İSTANBUL HASTANESİ,Özel Genel Hastane,34,İSTANBUL,BEYLİKDÜZÜ,BEYLİKDÜZÜ/İSTANBUL,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-34-OZEL-031,ÖZEL MEDİCANA KADIKÖY HASTANESİ,Özel Genel Hastane,34,İSTANBUL,KADIKÖY,KADIKÖY/İSTANBUL,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-34-OZEL-030,ÖZEL MEDİGOLD SULTAN HASTANESİ,Özel Genel Hastane,34,İSTANBUL,SULTANGAZİ,SULTANGAZİ/İSTANBUL,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-34-OZEL-036,ÖZEL MEDİKAL PARK HOSPİTAL HASTANESİ,Özel Genel Hastane,34,İSTANBUL,FATİH,FATİH/İSTANBUL,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-34-OZEL-038,ÖZEL MEDİPOL MEGA HASTANELER KOMPLEKSİ,Özel Genel Hastane,34,İSTANBUL,BAĞCILAR,BAĞCILAR/İSTANBUL,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-34-OZEL-032,ÖZEL MEDİSTATE KAVACIK HASTANESİ,Özel Genel Hastane,34,İSTANBUL,BEYKOZ,BEYKOZ/İSTANBUL,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-34-OZEL-028,ÖZEL MEHMET TOPRAK HASTANESİ,Özel Genel Hastane,34,İSTANBUL,MALTEPE,MALTEPE/İSTANBUL,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-34-OZEL-041,ÖZEL MELTEM  HASTANESİ VE DOĞUM HASTANESİ,Özel Genel Hastane,34,İSTANBUL,GÜNGÖREN,GÜNGÖREN/İSTANBUL,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-34-OZEL-032,ÖZEL MEMORİAL ATAŞEHİR HASTANESİ,Özel Genel Hastane,34,İSTANBUL,ATAŞEHİR,ATAŞEHİR/İSTANBUL,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-34-OZEL-036,ÖZEL MEMORİAL BAHÇELİEVLER HASTANESİ,Özel Genel Hastane,34,İSTANBUL,BAHÇELİEVLER,BAHÇELİEVLER/İSTANBUL,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-34-OZEL-029,ÖZEL MEMORİAL ŞİŞLİ HASTANESİ,Özel Genel Hastane,34,İSTANBUL,ŞİŞLİ,ŞİŞLİ/İSTANBUL,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-34-OZEL-022,ÖZEL MOODİST HASTANESİ,Özel Genel Hastane,34,İSTANBUL,ÜSKÜDAR,ÜSKÜDAR/İSTANBUL,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-34-OZEL-019,ÖZEL NİSA HASTANESİ,Özel Genel Hastane,34,İSTANBUL,BAHÇELİEVLER,BAHÇELİEVLER/İSTANBUL,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-34-OZEL-024,ÖZEL NİŞANTAŞI HASTANESİ,Özel Genel Hastane,34,İSTANBUL,ŞİŞLİ,ŞİŞLİ/İSTANBUL,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-34-OZEL-032,ÖZEL NP İSTANBUL BEYİN HASTANESİ,Özel Ruh Sağlığı ve Hastalıkları Hastanesi,34,İSTANBUL,ÜMRANİYE,ÜMRANİYE/İSTANBUL,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-34-OZEL-024,ÖZEL OKMEYDANI HASTANESİ,Özel Genel Hastane,34,İSTANBUL,BEYOĞLU,BEYOĞLU/İSTANBUL,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-34-OZEL-024,ÖZEL OSMANOĞLU HASTANESİ,Özel Genel Hastane,34,İSTANBUL,ŞİŞLİ,ŞİŞLİ/İSTANBUL,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-34-OZEL-026,ÖZEL OTA-JİNEMED HASTANESİ,Özel Genel Hastane,34,İSTANBUL,BEŞİKTAŞ,BEŞİKTAŞ/İSTANBUL,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-34-OZEL-027,ÖZEL PENDİK BÖLGE HASTANESİ,Özel Genel Hastane,34,İSTANBUL,PENDİK,PENDİK/İSTANBUL,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-34-OZEL-030,ÖZEL PENDİK HOSPİTAL HASTANESİ,Özel Genel Hastane,34,İSTANBUL,PENDİK,PENDİK/İSTANBUL,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-34-OZEL-030,ÖZEL REMEDY HOSPİTAL HASTANESİ,Özel Genel Hastane,34,İSTANBUL,PENDİK,PENDİK/İSTANBUL,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-34-OZEL-029,ÖZEL REYAP İSTANBUL HASTANESİ,Özel Genel Hastane,34,İSTANBUL,ESENYURT,ESENYURT/İSTANBUL,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-34-OZEL-030,ÖZEL RUMELİ HOSPİTAL HASTANESİ,Özel Genel Hastane,34,İSTANBUL,KÜÇÜKÇEKMECE,KÜÇÜKÇEKMECE/İSTANBUL,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-34-OZEL-019,ÖZEL SAFA HASTANESİ,Özel Genel Hastane,34,İSTANBUL,BAĞCILAR,BAĞCILAR/İSTANBUL,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-34-OZEL-026,ÖZEL SANTE PLUS  HASTANESİ,Özel Fizik Tedavi ve Rehabilitasyon Hastanesi,34,İSTANBUL,ZEYTİNBURNU,ZEYTİNBURNU/İSTANBUL,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-34-OZEL-020,ÖZEL SAYGI HASTANESİ,Özel Genel Hastane,34,İSTANBUL,SULTANBEYLİ,SULTANBEYLİ/İSTANBUL,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-34-OZEL-037,ÖZEL SİLİVRİ KOLAN HOSPİTAL HASTANESİ,Özel Genel Hastane,34,İSTANBUL,SİLİVRİ,SİLİVRİ/İSTANBUL,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-34-OZEL-035,ÖZEL SİLİVRİ MEDİCAL PARK HASTANESİ,Özel Genel Hastane,34,İSTANBUL,SİLİVRİ,SİLİVRİ/İSTANBUL,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-34-OZEL-046,ÖZEL SURP AGOP HASTANESİ (TAKSİM VAKIF ERMENİ),Özel Genel Hastane,34,İSTANBUL,ŞİŞLİ,ŞİŞLİ/İSTANBUL,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-34-OZEL-019,ÖZEL ŞİFA HASTANESİ,Özel Genel Hastane,34,İSTANBUL,PENDİK,PENDİK/İSTANBUL,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-34-OZEL-041,ÖZEL ŞİŞLİ FLORANCE NİGHTİNGALE HASTANESİ,Özel Genel Hastane,34,İSTANBUL,ŞİŞLİ,ŞİŞLİ/İSTANBUL,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-34-OZEL-049,ÖZEL ŞİŞLİ KOLAN İNTERNATIONAL HOSPİTAL HASTANESİ,Özel Genel Hastane,34,İSTANBUL,ŞİŞLİ,ŞİŞLİ/İSTANBUL,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-34-OZEL-020,ÖZEL TUZLA HASTANESİ,Özel Genel Hastane,34,İSTANBUL,TUZLA,TUZLA/İSTANBUL,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-34-OZEL-031,ÖZEL TÜRKİYE GAZETESİ HASTANESİ,Özel Genel Hastane,34,İSTANBUL,ŞİŞLİ,ŞİŞLİ/İSTANBUL,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-34-OZEL-036,ÖZEL ÜSKÜDAR  HOSPİTALTÜRK HASTANESİ,Özel Genel Hastane,34,İSTANBUL,ÜSKÜDAR,ÜSKÜDAR/İSTANBUL,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-34-OZEL-030,ÖZEL ÜSKÜDAR ANADOLU HASTANESİ,Özel Genel Hastane,34,İSTANBUL,ÜSKÜDAR,ÜSKÜDAR/İSTANBUL,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-34-OZEL-039,ÖZEL VEHBİ KOÇ VAKFI AMERİKAN HASTANESİ,Özel Genel Hastane,34,İSTANBUL,ŞİŞLİ,ŞİŞLİ/İSTANBUL,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-34-OZEL-019,ÖZEL VERA HASTANESİ,Özel Genel Hastane,34,İSTANBUL,KARTAL,KARTAL/İSTANBUL,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-34-OZEL-028,ÖZEL VİA HOSPİTAL SANCAKTEPE,Özel Genel Hastane,34,İSTANBUL,SANCAKTEPE,SANCAKTEPE/İSTANBUL,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-34-OZEL-029,ÖZEL VİTAL HOSPİTAL HASTANESİ,Özel Genel Hastane,34,İSTANBUL,BAHÇELİEVLER,BAHÇELİEVLER/İSTANBUL,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-34-OZEL-036,ÖZEL VM MEDİCALPARK PENDİK HASTANESİ,Özel Genel Hastane,34,İSTANBUL,PENDİK,PENDİK/İSTANBUL,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-34-OZEL-020,ÖZEL YAŞAR HASTANESİ,Özel Genel Hastane,34,İSTANBUL,BAKIRKÖY,BAKIRKÖY/İSTANBUL,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-34-OZEL-042,ÖZEL YEDİKULE SURP PIRGİÇ ERMENİ HASTANESİ,Özel Genel Hastane,34,İSTANBUL,ZEYTİNBURNU,ZEYTİNBURNU/İSTANBUL,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-34-OZEL-025,ÖZEL YENİ İKLİM HASTANESİ,Özel Genel Hastane,34,İSTANBUL,BAĞCILAR,BAĞCILAR/İSTANBUL,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-34-OZEL-029,ÖZEL YENİBOSNA SAFA HASTANESİ,Özel Genel Hastane,34,İSTANBUL,BAHÇELİEVLER,BAHÇELİEVLER/İSTANBUL,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-34-OZEL-030,ÖZEL YILDIZ ACADEMIA HASTANESİ,Özel Genel Hastane,34,İSTANBUL,GAZİOSMANPAŞA,GAZİOSMANPAŞA/İSTANBUL,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-34-OZEL-025,ÖZEL YUNUS EMRE HASTANESİ,Özel Genel Hastane,34,İSTANBUL,ÜSKÜDAR,ÜSKÜDAR/İSTANBUL,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-34-OZEL-028,ÖZEL YÜZYIL HASTANESİ PENDİK,Özel Genel Hastane,34,İSTANBUL,PENDİK,PENDİK/İSTANBUL,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-34-OZEL-035,TÜRK KIZILAYI ÖZEL KARTAL HASTANESİ,Özel Genel Hastane,34,İSTANBUL,KARTAL,KARTAL/İSTANBUL,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-34-OZEL-053,YENİ YÜZYIL ÜNİVERSİTESİ ÖZEL GAZİOSMANPAŞA HASTANESİ,Özel Genel Hastane,34,İSTANBUL,GAZİOSMANPAŞA,GAZİOSMANPAŞA/İSTANBUL,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-35-OZEL-024,İZMİR ÖZEL CAN HASTANESİ,Özel Genel Hastane,35,İZMİR,ÇİĞLİ,ÇİĞLİ/İZMİR,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-35-OZEL-030,ÖZEL AKUT KALP DAMAR HASTANESİ,Özel Kalp ve Damar Cerrahisi Hastanesi,35,İZMİR,GAZİEMİR,GAZİEMİR/İZMİR,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-35-OZEL-025,ÖZEL ATA SAĞLIK HASTANESİ,Özel Genel Hastane,35,İZMİR,BORNOVA,BORNOVA/İZMİR,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-35-OZEL-027,ÖZEL ATAKALP KALP HASTANESİ,Özel Kalp Hastanesi,35,İZMİR,KONAK,KONAK/İZMİR,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-35-OZEL-044,ÖZEL BATI ANADOLU HASTANESİ CENTRAL HOSPİTAL,Özel Genel Hastane,35,İZMİR,BAYRAKLI,BAYRAKLI/İZMİR,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-35-OZEL-022,ÖZEL ÇINARLI HASTANESİ,Özel Genel Hastane,35,İZMİR,KONAK,KONAK/İZMİR,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-35-OZEL-024,ÖZEL EGE ŞEHİR HASTANESİ,Özel Genel Hastane,35,İZMİR,KONAK,KONAK/İZMİR,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
