kurum_id,kurum_adi,kurum_tipi,il_kodu,il_adi,ilce_adi,adres,telefon,koordinat_lat,koordinat_lon,web_sitesi,veri_kaynagi,son_guncelleme
,T.C. Sağlık Bakanlığı Borçka Devlet Hastanesi,Devlet Hastanesi,8,Artvi̇n,Borçka,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Ardanuç İlçe Devlet Hastanesi,Devlet Hastanesi,8,Artvi̇n,Ardanuç,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Murgul İlçe Devlet Hastanesi,Devlet Hastanesi,8,Artvi̇n,Murgul,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Nazilli Devlet Hastanesi,Devlet Hastanesi,9,Aydin,Nazi̇lli̇,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Söke Fehime Faik Kocagöz Devlet Hastanesi,Devlet Hastanesi,9,Aydin,Söke,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Kuşadası Devlet Hastanesi,Devlet Hastanesi,9,Aydin,Kuşadasi,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Çine Devlet Hastanesi,Devlet Hastanesi,9,Aydin,Çi̇ne,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Aydın Devlet Hastanesi,Devlet Hastanesi,9,Aydin,Efeler,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Didim Devlet Hastanesi,Devlet Hastanesi,9,Aydin,Di̇di̇m,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Aydın Atatürk Devlet Hastanesi,Devlet Hastanesi,9,Aydin,Efeler,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Bozdoğan Rasim Menteşe İlçe Devlet Hastanesi,Devlet Hastanesi,9,Aydin,Bozdoğan,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Aydın Kadın Doğum ve Çocuk Hastalıkları Hastanesi,Devlet Hastanesi,9,Aydin,Efeler,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Germencik Devlet Hastanesi,Devlet Hastanesi,9,Aydin,Germenci̇k,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Koçarlı İlçe Devlet Hastanesi,Devlet Hastanesi,9,Aydin,Koçarli,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Sultanhisar İlçe Devlet Hastanesi,Devlet Hastanesi,9,Aydin,Sultanhi̇sar,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Buharkent İlçe Devlet Hastanesi,Devlet Hastanesi,9,Aydin,Buharkent,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Aydın Yenipazar İlçe Devlet Hastanesi,Devlet Hastanesi,9,Aydin,Yeni̇pazar,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Karpuzlu İlçe Devlet Hastanesi,Devlet Hastanesi,9,Aydin,Karpuzlu,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Köşk İlçe Devlet Hastanesi,Devlet Hastanesi,9,Aydin,Köşk,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Kuyucak İlçe Devlet Hastanesi,Devlet Hastanesi,9,Aydin,Kuyucak,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Sındırgı Devlet Hastanesi,Devlet Hastanesi,10,Balikesi̇r,Sindirgi,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Susurluk Devlet Hastanesi,Devlet Hastanesi,10,Balikesi̇r,Susurluk,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı İvrindi Devlet Hastanesi,Devlet Hastanesi,10,Balikesi̇r,İvri̇ndi̇,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Manyas Devlet Hastanesi,Devlet Hastanesi,10,Balikesi̇r,Manyas,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Erdek Neyyire Sıtkı Devlet Hastanesi,Devlet Hastanesi,10,Balikesi̇r,Erdek,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Gönen Devlet Hastanesi,Devlet Hastanesi,10,Balikesi̇r,Gönen,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Havran Devlet Hastanesi,Devlet Hastanesi,10,Balikesi̇r,Havran,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Burhaniye Devlet Hastanesi,Devlet Hastanesi,10,Balikesi̇r,Burhani̇ye,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Dursunbey Devlet Hastanesi,Devlet Hastanesi,10,Balikesi̇r,Dursunbey,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Edremit Devlet Hastanesi,Devlet Hastanesi,10,Balikesi̇r,Edremi̇t,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Bigadiç Devlet Hastanesi,Devlet Hastanesi,10,Balikesi̇r,Bi̇gadi̇ç,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Ayvalık Devlet Hastanesi,Devlet Hastanesi,10,Balikesi̇r,Ayvalik,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Balıkesir Devlet Hastanesi,Devlet Hastanesi,10,Balikesi̇r,Karesi̇,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Bandırma Eğitim ve Araştırma Hastanesi,Eğitim ve Araştırma Hastanesi,10,Balikesi̇r,Bandirma,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Balıkesir Atatürk Şehir Hastanesi,Devlet Hastanesi,10,Balikesi̇r,Altieylül,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Savaştepe Devlet Hastanesi,Devlet Hastanesi,10,Balikesi̇r,Savaştepe,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Balıkesir Ağız ve Diş Sağlığı Hastanesi,Ağız ve Diş Sağlığı Merkezi,10,Balikesi̇r,Altieylül,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Gömeç İlçe Devlet Hastanesi,Devlet Hastanesi,10,Balikesi̇r,Gömeç,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Kepsut İlçe Devlet Hastanesi,Devlet Hastanesi,10,Balikesi̇r,Kepsut,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Balya İlçe Devlet Hastanesi,Devlet Hastanesi,10,Balikesi̇r,Balya,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Marmara Süleyman İlik İlçe Devlet Hastanesi,Devlet Hastanesi,10,Balikesi̇r,Marmara,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Bartın Devlet Hastanesi,Devlet Hastanesi,74,Bartin,Merkez,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Ulus Şehit Piyade Er Hasan Hüseyin Oğuz İlçe Devlet Hastanesi,Devlet Hastanesi,74,Bartin,Ulus,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Amasra İlçe Devlet Hastanesi,Devlet Hastanesi,74,Bartin,Amasra,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Kozluk Devlet Hastanesi,Devlet Hastanesi,72,Batman,Kozluk,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Sason Devlet Hastanesi,Devlet Hastanesi,72,Batman,Sason,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Gercüş Devlet Hastanesi,Devlet Hastanesi,72,Batman,Gercüş,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Batman Eğitim ve Araştırma Hastanesi,Eğitim ve Araştırma Hastanesi,72,Batman,Merkez,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Batman İluh Devlet Hastanesi,Devlet Hastanesi,72,Batman,Merkez,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Hasankeyf İlçe Devlet Hastanesi,Devlet Hastanesi,72,Batman,Hasankeyf,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Beşiri İlçe Devlet Hastanesi,Devlet Hastanesi,72,Batman,Beşi̇ri̇,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Bayburt Devlet Hastanesi,Devlet Hastanesi,69,Bayburt,Merkez,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Söğüt Devlet Hastanesi,Devlet Hastanesi,11,Bi̇leci̇k,Söğüt,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Bozüyük Devlet Hastanesi,Devlet Hastanesi,11,Bi̇leci̇k,Bozüyük,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Bilecik Eğitim ve Araştırma Hastanesi,Eğitim ve Araştırma Hastanesi,11,Bi̇leci̇k,Merkez,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Osmaneli Mustafa Selahattin Çetintaş Devlet Hastanesi,Devlet Hastanesi,11,Bi̇leci̇k,Osmaneli̇,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Pazaryeri İlçe Devlet Hastanesi,Devlet Hastanesi,11,Bi̇leci̇k,Pazaryeri̇,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Gölpazarı İlçe Devlet Hastanesi,Devlet Hastanesi,11,Bi̇leci̇k,Gölpazari,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Bilecik Yenipazar İlçe Devlet Hastanesi,Devlet Hastanesi,11,Bi̇leci̇k,Yeni̇pazar,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı İnhisar İlçe Devlet Hastanesi,Devlet Hastanesi,11,Bi̇leci̇k,İnhi̇sar,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Solhan Devlet Hastanesi,Devlet Hastanesi,12,Bi̇ngöl,Solhan,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Genç Devlet Hastanesi,Devlet Hastanesi,12,Bi̇ngöl,Genç,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Bingöl Devlet Hastanesi,Devlet Hastanesi,12,Bi̇ngöl,Merkez,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Bingöl Kadın Doğum ve Çocuk Hastalıkları Hastanesi,Devlet Hastanesi,12,Bi̇ngöl,Merkez,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Karlıova Devlet Hastanesi,Devlet Hastanesi,12,Bi̇ngöl,Karliova,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Adaklı İlçe Devlet Hastanesi,Devlet Hastanesi,12,Bi̇ngöl,Adakli,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Kiğı İlçe Devlet Hastanesi,Devlet Hastanesi,12,Bi̇ngöl,Ki̇ği,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Ahlat Devlet Hastanesi,Devlet Hastanesi,13,Bi̇tli̇s,Ahlat,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Tatvan Devlet Hastanesi,Devlet Hastanesi,13,Bi̇tli̇s,Tatvan,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Bitlis Devlet Hastanesi,Devlet Hastanesi,13,Bi̇tli̇s,Merkez,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Adilcevaz Onkoloji Hastanesi,Devlet Hastanesi,13,Bi̇tli̇s,Adi̇lcevaz,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Güroymak Devlet Hastanesi,Devlet Hastanesi,13,Bi̇tli̇s,Güroymak,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Hizan Devlet Hastanesi,Devlet Hastanesi,13,Bi̇tli̇s,Hi̇zan,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Mutki İlçe Devlet Hastanesi,Devlet Hastanesi,13,Bi̇tli̇s,Mutki̇,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Bolu İzzet Baysal Eğitim ve Araştırma Hastanesi,Eğitim ve Araştırma Hastanesi,14,Bolu,Merkez,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Bolu İzzet Baysal Fizik Tedavi ve Rehabilitasyon Eğitim ve Araştırma Hastanesi,Eğitim ve Araştırma Hastanesi,14,Bolu,Merkez,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Bolu İzzet Baysal Ruh Sağlığı ve Hastalıkları Hastanesi,Devlet Hastanesi,14,Bolu,Merkez,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Gerede Devlet Hastanesi,Devlet Hastanesi,14,Bolu,Gerede,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Mudurnu İlçe Devlet Hastanesi,Devlet Hastanesi,14,Bolu,Mudurnu,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Bolu İzzet Baysal Devlet Hastanesi,Devlet Hastanesi,14,Bolu,Merkez,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Göynük Şehit Ziya Sarpkaya İlçe Devlet Hastanesi,Devlet Hastanesi,14,Bolu,Göynük,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Mengen Dr.Mustafa Körpeoğlu İlçe Devlet Hastanesi,Devlet Hastanesi,14,Bolu,Mengen,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Yeniçağa İlçe Devlet Hastanesi,Devlet Hastanesi,14,Bolu,Yeni̇çağa,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Yeşilova Devlet Hastanesi,Devlet Hastanesi,15,Burdur,Yeşi̇lova,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Gölhisar Devlet Hastanesi,Devlet Hastanesi,15,Burdur,Gölhi̇sar,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Bucak Devlet Hastanesi,Devlet Hastanesi,15,Burdur,Bucak,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Burdur Devlet Hastanesi,Devlet Hastanesi,15,Burdur,Merkez,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Tefenni İlçe Devlet Hastanesi,Devlet Hastanesi,15,Burdur,Tefenni̇,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Ağlasun İlçe Devlet Hastanesi,Devlet Hastanesi,15,Burdur,Ağlasun,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Karamanlı İlçe Devlet Hastanesi,Devlet Hastanesi,15,Burdur,Karamanli,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Çavdır İlçe Devlet Hastanesi,Devlet Hastanesi,15,Burdur,Çavdir,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Bursa Ağız ve Diş Sağlığı Eğitim ve Araştırma Hastanesi,Eğitim ve Araştırma Hastanesi,16,Bursa,Yildirim,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Bursa Yüksek İhtisas Eğitim ve Araştırma Hastanesi,Eğitim ve Araştırma Hastanesi,16,Bursa,Yildirim,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Bursa Şehir Hastanesi,Devlet Hastanesi,16,Bursa,Ni̇lüfer,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Yenişehir Devlet Hastanesi,Devlet Hastanesi,16,Bursa,Yeni̇şehi̇r,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Mudanya Devlet Hastanesi,Devlet Hastanesi,16,Bursa,Mudanya,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Mustafakemalpaşa Devlet Hastanesi,Devlet Hastanesi,16,Bursa,M.Kemalpaşa,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Orhaneli Devlet Hastanesi,Devlet Hastanesi,16,Bursa,Orhaneli̇,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Karacabey Devlet Hastanesi,Devlet Hastanesi,16,Bursa,Karacabey,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı İnegöl Devlet Hastanesi,Devlet Hastanesi,16,Bursa,İnegöl,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Gemlik Devlet Hastanesi,Devlet Hastanesi,16,Bursa,Gemli̇k,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Bursa Ali Osman Sönmez Onkoloji Hastanesi,Devlet Hastanesi,16,Bursa,Osmangazi̇,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Bursa Dörtçelik Çocuk Hastalıkları Hastanesi,Devlet Hastanesi,16,Bursa,Osmangazi̇,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Orhangazi Devlet Hastanesi,Devlet Hastanesi,16,Bursa,Orhangazi̇,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Bursa Dr. Ayten Bozkaya Spastik Çocuklar Hastanesi ve Rehabilitasyon Merkezi,Devlet Hastanesi,16,Bursa,Osmangazi̇,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı İznik Devlet Hastanesi,Devlet Hastanesi,16,Bursa,İzni̇k,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Bursa Çekirge Devlet Hastanesi,Devlet Hastanesi,16,Bursa,Osmangazi̇,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı İnegöl Ağız ve Diş Sağlığı Hastanesi,Ağız ve Diş Sağlığı Merkezi,16,Bursa,İnegöl,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Gürsu Cüneyt Yıldız Devlet Hastanesi,Devlet Hastanesi,16,Bursa,Gürsu,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Kestel Devlet Hastanesi,Devlet Hastanesi,16,Bursa,Kestel,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Bursa İlker Çelikcan Fizik Tedavi ve Rehabilitasyon Hastanesi,Devlet Hastanesi,16,Bursa,Osmangazi̇,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Büyükorhan İlçe Devlet Hastanesi,Devlet Hastanesi,16,Bursa,Büyükorhan,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Keles İlçe Devlet Hastanesi,Devlet Hastanesi,16,Bursa,Keles,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Harmancık İlçe Devlet Hastanesi,Devlet Hastanesi,16,Bursa,Harmancik,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Gökçeada Devlet Hastanesi,Devlet Hastanesi,17,Çanakkale,Gökçeada,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Lapseki Devlet Hastanesi,Devlet Hastanesi,17,Çanakkale,Lapseki̇,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Çanakkale Yenice Devlet Hastanesi,Devlet Hastanesi,17,Çanakkale,Yeni̇ce,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Ezine Devlet Hastanesi,Devlet Hastanesi,17,Çanakkale,Ezi̇ne,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Gelibolu Şehit Koray Onay Devlet Hastanesi,Devlet Hastanesi,17,Çanakkale,Geli̇bolu,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Çan Devlet Hastanesi,Devlet Hastanesi,17,Çanakkale,Çan,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Çanakkale Mehmet Akif Ersoy Devlet Hastanesi,Devlet Hastanesi,17,Çanakkale,Merkez,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Çanakkale Ayvacık Devlet Hastanesi,Devlet Hastanesi,17,Çanakkale,Ayvacik,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Bayramiç Devlet Hastanesi,Devlet Hastanesi,17,Çanakkale,Bayrami̇ç,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Biga Devlet Hastanesi,Devlet Hastanesi,17,Çanakkale,Bi̇ga,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Eceabat İlçe Devlet Hastanesi,Devlet Hastanesi,17,Çanakkale,Eceabat,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Ilgaz Devlet Hastanesi,Devlet Hastanesi,18,Çankiri,Ilgaz,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Çerkeş Devlet Hastanesi,Devlet Hastanesi,18,Çankiri,Çerkeş,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Çankırı Devlet Hastanesi,Devlet Hastanesi,18,Çankiri,Merkez,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Kurşunlu Devlet Hastanesi,Devlet Hastanesi,18,Çankiri,Kurşunlu,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Kızılırmak İlçe Devlet Hastanesi,Devlet Hastanesi,18,Çankiri,Kizilirmak,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Şabanözü Dr. Sami Baran İlçe Devlet Hastanesi,Devlet Hastanesi,18,Çankiri,Şabanözü,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Orta İlçe Devlet Hastanesi,Devlet Hastanesi,18,Çankiri,Orta,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Atkaracalar İlçe Devlet Hastanesi,Devlet Hastanesi,18,Çankiri,Atkaracalar,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Çorum Erol Olçok Eğitim ve Araştırma Hastanesi,Eğitim ve Araştırma Hastanesi,19,Çorum,Merkez,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Osmancık Devlet Hastanesi,Devlet Hastanesi,19,Çorum,Osmancik,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Sungurlu Devlet Hastanesi,Devlet Hastanesi,19,Çorum,Sungurlu,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı İskilip Atıf Hoca Devlet Hastanesi,Devlet Hastanesi,19,Çorum,İski̇li̇p,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
